id,frame,budget,rule,estimate,ci_low,ci_high,note
yield_two_year_through_2022_mean_missing_pool_mean_b2_coverage,2017-2022 ex2020 2yr,2%,mean,83.870968,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_mean_missing_pool_mean_b2_slots,2017-2022 ex2020 2yr,2%,mean,62.000000,,,award slots at this budget
yield_two_year_through_2022_mean_missing_zero_citation_percentile_b2,2017-2022 ex2020 2yr,2%,mean,9.167284,4.793665,18.304201,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_mean_missing_zero_citation_percentile_b2_coverage,2017-2022 ex2020 2yr,2%,mean,83.870968,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_mean_missing_zero_citation_percentile_b2_slots,2017-2022 ex2020 2yr,2%,mean,62.000000,,,award slots at this budget
yield_two_year_through_2022_variance_observed_only_b2,2017-2022 ex2020 2yr,2%,variance,-0.099856,-7.714270,7.827166,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_variance_observed_only_b2_coverage,2017-2022 ex2020 2yr,2%,variance,88.709677,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_variance_observed_only_b2_slots,2017-2022 ex2020 2yr,2%,variance,62.000000,,,award slots at this budget
yield_two_year_through_2022_variance_missing_percentile_0_b2,2017-2022 ex2020 2yr,2%,variance,1.735037,-6.561921,8.502649,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_variance_missing_percentile_0_b2_coverage,2017-2022 ex2020 2yr,2%,variance,88.709677,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_variance_missing_percentile_0_b2_slots,2017-2022 ex2020 2yr,2%,variance,62.000000,,,award slots at this budget
yield_two_year_through_2022_variance_missing_pool_mean_b2,2017-2022 ex2020 2yr,2%,variance,-0.240506,-6.883790,6.694295,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_variance_missing_pool_mean_b2_coverage,2017-2022 ex2020 2yr,2%,variance,88.709677,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_variance_missing_pool_mean_b2_slots,2017-2022 ex2020 2yr,2%,variance,62.000000,,,award slots at this budget
yield_two_year_through_2022_variance_missing_zero_citation_percentile_b2,2017-2022 ex2020 2yr,2%,variance,0.981167,-6.374834,7.423425,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_variance_missing_zero_citation_percentile_b2_coverage,2017-2022 ex2020 2yr,2%,variance,88.709677,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_variance_missing_zero_citation_percentile_b2_slots,2017-2022 ex2020 2yr,2%,variance,62.000000,,,award slots at this budget
yield_two_year_through_2022_max_observed_only_b2,2017-2022 ex2020 2yr,2%,max,12.682221,3.819351,19.694085,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_observed_only_b2_coverage,2017-2022 ex2020 2yr,2%,max,79.032258,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_observed_only_b2_slots,2017-2022 ex2020 2yr,2%,max,62.000000,,,award slots at this budget
yield_two_year_through_2022_max_missing_percentile_0_b2,2017-2022 ex2020 2yr,2%,max,7.856871,0.252906,15.144376,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_missing_percentile_0_b2_coverage,2017-2022 ex2020 2yr,2%,max,79.032258,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_missing_percentile_0_b2_slots,2017-2022 ex2020 2yr,2%,max,62.000000,,,award slots at this budget
yield_two_year_through_2022_max_missing_pool_mean_b2,2017-2022 ex2020 2yr,2%,max,10.151808,3.172983,15.811183,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_missing_pool_mean_b2_coverage,2017-2022 ex2020 2yr,2%,max,79.032258,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_missing_pool_mean_b2_slots,2017-2022 ex2020 2yr,2%,max,62.000000,,,award slots at this budget
yield_two_year_through_2022_max_missing_zero_citation_percentile_b2,2017-2022 ex2020 2yr,2%,max,8.764019,1.548356,15.234429,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_missing_zero_citation_percentile_b2_coverage,2017-2022 ex2020 2yr,2%,max,79.032258,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_missing_zero_citation_percentile_b2_slots,2017-2022 ex2020 2yr,2%,max,62.000000,,,award slots at this budget
yield_two_year_through_2022_max_resid_observed_only_b2,2017-2022 ex2020 2yr,2%,max_resid,1.835233,-5.595828,9.551487,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_resid_observed_only_b2_coverage,2017-2022 ex2020 2yr,2%,max_resid,82.258065,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_resid_observed_only_b2_slots,2017-2022 ex2020 2yr,2%,max_resid,62.000000,,,award slots at this budget
yield_two_year_through_2022_max_resid_missing_percentile_0_b2,2017-2022 ex2020 2yr,2%,max_resid,0.673384,-6.555772,8.269315,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_resid_missing_percentile_0_b2_coverage,2017-2022 ex2020 2yr,2%,max_resid,82.258065,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_resid_missing_percentile_0_b2_slots,2017-2022 ex2020 2yr,2%,max_resid,62.000000,,,award slots at this budget
yield_two_year_through_2022_max_resid_missing_pool_mean_b2,2017-2022 ex2020 2yr,2%,max_resid,1.445644,-4.462768,7.913721,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_resid_missing_pool_mean_b2_coverage,2017-2022 ex2020 2yr,2%,max_resid,82.258065,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_resid_missing_pool_mean_b2_slots,2017-2022 ex2020 2yr,2%,max_resid,62.000000,,,award slots at this budget
yield_two_year_through_2022_max_resid_missing_zero_citation_percentile_b2,2017-2022 ex2020 2yr,2%,max_resid,0.996312,-5.462931,8.072988,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_resid_missing_zero_citation_percentile_b2_coverage,2017-2022 ex2020 2yr,2%,max_resid,82.258065,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_resid_missing_zero_citation_percentile_b2_slots,2017-2022 ex2020 2yr,2%,max_resid,62.000000,,,award slots at this budget
yield_two_year_through_2022_lottery_observed_only_b2,2017-2022 ex2020 2yr,2%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_lottery_observed_only_b2_coverage,2017-2022 ex2020 2yr,2%,lottery,84.286409,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_lottery_observed_only_b2_slots,2017-2022 ex2020 2yr,2%,lottery,62.000000,,,award slots at this budget
yield_two_year_through_2022_lottery_missing_percentile_0_b2,2017-2022 ex2020 2yr,2%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_lottery_missing_percentile_0_b2_coverage,2017-2022 ex2020 2yr,2%,lottery,84.286409,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_lottery_missing_percentile_0_b2_slots,2017-2022 ex2020 2yr,2%,lottery,62.000000,,,award slots at this budget
yield_two_year_through_2022_lottery_missing_pool_mean_b2,2017-2022 ex2020 2yr,2%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_lottery_missing_pool_mean_b2_coverage,2017-2022 ex2020 2yr,2%,lottery,84.286409,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_lottery_missing_pool_mean_b2_slots,2017-2022 ex2020 2yr,2%,lottery,62.000000,,,award slots at this budget
yield_two_year_through_2022_lottery_missing_zero_citation_percentile_b2,2017-2022 ex2020 2yr,2%,lottery,0.000000,0.000000,0.000000,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_lottery_missing_zero_citation_percentile_b2_coverage,2017-2022 ex2020 2yr,2%,lottery,84.286409,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_lottery_missing_zero_citation_percentile_b2_slots,2017-2022 ex2020 2yr,2%,lottery,62.000000,,,award slots at this budget
yield_two_year_through_2022_D2_observed_only_b5,2017-2022 ex2020 2yr,5%,D2,-2.516941,-7.217098,2.322193,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_D2_observed_only_b5_coverage,2017-2022 ex2020 2yr,5%,D2,76.821192,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_D2_observed_only_b5_slots,2017-2022 ex2020 2yr,5%,D2,151.000000,,,award slots at this budget
yield_two_year_through_2022_D2_missing_percentile_0_b5,2017-2022 ex2020 2yr,5%,D2,-4.871806,-9.107744,-0.198940,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_D2_missing_percentile_0_b5_coverage,2017-2022 ex2020 2yr,5%,D2,76.821192,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_D2_missing_percentile_0_b5_slots,2017-2022 ex2020 2yr,5%,D2,151.000000,,,award slots at this budget
yield_two_year_through_2022_D2_missing_pool_mean_b5,2017-2022 ex2020 2yr,5%,D2,-1.795242,-5.441089,1.927824,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_D2_missing_pool_mean_b5_coverage,2017-2022 ex2020 2yr,5%,D2,76.821192,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_D2_missing_pool_mean_b5_slots,2017-2022 ex2020 2yr,5%,D2,151.000000,,,award slots at this budget
yield_two_year_through_2022_D2_missing_zero_citation_percentile_b5,2017-2022 ex2020 2yr,5%,D2,-3.689413,-7.488938,0.541643,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_D2_missing_zero_citation_percentile_b5_coverage,2017-2022 ex2020 2yr,5%,D2,76.821192,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_D2_missing_zero_citation_percentile_b5_slots,2017-2022 ex2020 2yr,5%,D2,151.000000,,,award slots at this budget
yield_two_year_through_2022_mean_observed_only_b5,2017-2022 ex2020 2yr,5%,mean,11.891366,6.955109,16.179688,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_mean_observed_only_b5_coverage,2017-2022 ex2020 2yr,5%,mean,86.754967,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_mean_observed_only_b5_slots,2017-2022 ex2020 2yr,5%,mean,151.000000,,,award slots at this budget
yield_two_year_through_2022_mean_missing_percentile_0_b5,2017-2022 ex2020 2yr,5%,mean,11.475244,6.524597,15.655817,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_mean_missing_percentile_0_b5_coverage,2017-2022 ex2020 2yr,5%,mean,86.754967,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_mean_missing_percentile_0_b5_slots,2017-2022 ex2020 2yr,5%,mean,151.000000,,,award slots at this budget
yield_two_year_through_2022_mean_missing_pool_mean_b5,2017-2022 ex2020 2yr,5%,mean,10.249650,5.888828,13.933205,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_mean_missing_pool_mean_b5_coverage,2017-2022 ex2020 2yr,5%,mean,86.754967,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_mean_missing_pool_mean_b5_slots,2017-2022 ex2020 2yr,5%,mean,151.000000,,,award slots at this budget
yield_two_year_through_2022_mean_missing_zero_citation_percentile_b5,2017-2022 ex2020 2yr,5%,mean,10.977703,6.314634,14.903146,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_mean_missing_zero_citation_percentile_b5_coverage,2017-2022 ex2020 2yr,5%,mean,86.754967,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_mean_missing_zero_citation_percentile_b5_slots,2017-2022 ex2020 2yr,5%,mean,151.000000,,,award slots at this budget
yield_two_year_through_2022_variance_observed_only_b5,2017-2022 ex2020 2yr,5%,variance,1.963107,-2.643176,7.218816,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_variance_observed_only_b5_coverage,2017-2022 ex2020 2yr,5%,variance,83.443709,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_variance_observed_only_b5_slots,2017-2022 ex2020 2yr,5%,variance,151.000000,,,award slots at this budget
yield_two_year_through_2022_variance_missing_percentile_0_b5,2017-2022 ex2020 2yr,5%,variance,1.431264,-3.088419,6.651702,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_variance_missing_percentile_0_b5_coverage,2017-2022 ex2020 2yr,5%,variance,83.443709,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_variance_missing_percentile_0_b5_slots,2017-2022 ex2020 2yr,5%,variance,151.000000,,,award slots at this budget
yield_two_year_through_2022_variance_missing_pool_mean_b5,2017-2022 ex2020 2yr,5%,variance,1.585424,-2.214567,6.009777,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_variance_missing_pool_mean_b5_coverage,2017-2022 ex2020 2yr,5%,variance,83.443709,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_variance_missing_pool_mean_b5_slots,2017-2022 ex2020 2yr,5%,variance,151.000000,,,award slots at this budget
yield_two_year_through_2022_variance_missing_zero_citation_percentile_b5,2017-2022 ex2020 2yr,5%,variance,1.476978,-2.727005,6.370632,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_variance_missing_zero_citation_percentile_b5_coverage,2017-2022 ex2020 2yr,5%,variance,83.443709,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_variance_missing_zero_citation_percentile_b5_slots,2017-2022 ex2020 2yr,5%,variance,151.000000,,,award slots at this budget
yield_two_year_through_2022_max_observed_only_b5,2017-2022 ex2020 2yr,5%,max,9.894830,5.310432,15.251232,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_observed_only_b5_coverage,2017-2022 ex2020 2yr,5%,max,83.443709,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_observed_only_b5_slots,2017-2022 ex2020 2yr,5%,max,151.000000,,,award slots at this budget
yield_two_year_through_2022_max_missing_percentile_0_b5,2017-2022 ex2020 2yr,5%,max,8.049788,3.113040,13.042866,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_missing_percentile_0_b5_coverage,2017-2022 ex2020 2yr,5%,max,83.443709,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_missing_percentile_0_b5_slots,2017-2022 ex2020 2yr,5%,max,151.000000,,,award slots at this budget
yield_two_year_through_2022_max_missing_pool_mean_b5,2017-2022 ex2020 2yr,5%,max,8.244672,4.384372,12.663685,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_missing_pool_mean_b5_coverage,2017-2022 ex2020 2yr,5%,max,83.443709,,,"share of selections with an observed outcome, %"
yield_two_year_through_2022_max_missing_pool_mean_b5_slots,2017-2022 ex2020 2yr,5%,max,151.000000,,,award slots at this budget
yield_two_year_through_2022_max_missing_zero_citation_percentile_b5,2017-2022 ex2020 2yr,5%,max,8.108044,3.679461,12.704763,"selected minus lottery over the same pool, percentile points"
yield_two_year_through_2022_max_missing_zero_citation_percentile_b5_coverage,2017-2022 ex2020 2yr,5%,max,83.443709,,,"share of selections with an observed outcome, %"
